docket,cleaned_address,latlong,community,ward_1523,lat,long
22DT000840,6934 N CLARK ST,"42.00756741354549,-87.67374234081372",ROGERS PARK,49,42.00756741354549,-87.67374234081372
22DS03576M,7110 N CLARK ST,"42.0116848,-87.67469603319424",ROGERS PARK,49,42.0116848,-87.67469603319424
19DS72191L,1215 W ARTHUR AVE,"42.000190450000005,-87.66143323727331",ROGERS PARK,49,42.000190450000005,-87.66143323727331
20DS75749L,6714 N CLARK ST,"42.004280699999995,-87.67323258704147",ROGERS PARK,49,42.004280699999995,-87.67323258704147
22DT001315,6542 N CLARK ST,"42.00119605,-87.67203792024337",ROGERS PARK,40,42.00119605,-87.67203792024337
19DS69216L,1425 W MORSE AVE,"42.0074513,-87.6668285",ROGERS PARK,49,42.0074513,-87.6668285
22DT001606,1345 W ESTES,"42.0112161,-87.66510716911765",ROGERS PARK,49,42.0112161,-87.66510716911765
20DS76679L,7450 N SHERIDAN RD,"42.017399600000005,-87.66591659313465",ROGERS PARK,49,42.017399600000005,-87.66591659313465
22DS03580M,7441 N ROGERS AVE,"42.0166471,-87.67343873153679",ROGERS PARK,49,42.0166471,-87.67343873153679
23DS04367M,7433 N WOLCOTT AVE,"42.01760885,-87.67733568146258",ROGERS PARK,49,42.01760885,-87.67733568146258
22DT000837,6550 N CLARK ST,"42.0014417,-87.67211947521321",ROGERS PARK,40,42.0014417,-87.67211947521321
19DS72474L,1335 W MORSE AVE,"42.00773245,-87.66542264259454",ROGERS PARK,49,42.00773245,-87.66542264259454
22DT001533,7450 N SHERIDAN RD,"42.017399600000005,-87.66591659313465",ROGERS PARK,49,42.017399600000005,-87.66591659313465
20DS73871L,1712 W PRATT BLVD,"42.00539654880913,-87.67429953086183",ROGERS PARK,49,42.00539654880913,-87.67429953086183
20DS72557L,2053 W HOWARD ST,"42.0191085,-87.68264395025643",ROGERS PARK,49,42.0191085,-87.68264395025643
22DS04393M,7356 N ASHLAND BLVD,"42.01553635,-87.6705469",ROGERS PARK,49,42.01553635,-87.6705469
21DS20206M,7356 N ASHLAND BLVD,"42.01553635,-87.6705469",ROGERS PARK,49,42.01553635,-87.6705469
22DS03583M,7428 N ROGERS AVE,"42.016655846722244,-87.67415210136416",ROGERS PARK,49,42.016655846722244,-87.67415210136416
22DS03577M,7112 N CLARK ST,"42.011976450000006,-87.67483989887126",ROGERS PARK,49,42.011976450000006,-87.67483989887126
21DS20544M,6542 N CLARK ST,"42.00119605,-87.67203792024337",ROGERS PARK,40,42.00119605,-87.67203792024337
20DS75772L,1425 W MORSE AVE,"42.0074513,-87.6668285",ROGERS PARK,49,42.0074513,-87.6668285
20DS75940L,7105 N RIDGE BLVD,"42.01155085,-87.68248341855795",ROGERS PARK,49,42.01155085,-87.68248341855795
19DS72378L,1401 W PRATT BLVD,"42.005369,-87.666029",ROGERS PARK,49,42.005369,-87.666029
20DS72805L,7464 N CLARK ST,"42.0176759,-87.67601776331276",ROGERS PARK,49,42.0176759,-87.67601776331276
20DS76026L,1631 W MORSE AVE,"42.007555749999995,-87.67133219112212",ROGERS PARK,49,42.007555749999995,-87.67133219112212
22DS04428M,1320 W MORSE AVE,"42.008011950433435,-87.6647261518114",ROGERS PARK,49,42.008011950433435,-87.6647261518114
20DS75561L,1436 W FARGO AVE,"42.0173719,-87.66705005342436",ROGERS PARK,49,42.0173719,-87.66705005342436
20DS75693L,1335 W MORSE AVE,"42.00773245,-87.66542264259454",ROGERS PARK,49,42.00773245,-87.66542264259454
19DS72216L,1217 W ARTHUR AVE,"42.00023185,-87.66159363258794",ROGERS PARK,49,42.00023185,-87.66159363258794
19DS72505L,6419 N GLENWOOD AVE,"41.998781,-87.66519423228745",ROGERS PARK,49,41.998781,-87.66519423228745
20DS74580L,2101 W HOWARD ST,"42.01919075,-87.68347801146834",ROGERS PARK,49,42.01919075,-87.68347801146834
23DS13127M,6555 N ASHLAND AVE,"42.00153005,-87.6702506346166",ROGERS PARK,40,42.00153005,-87.6702506346166
21DS20545M,6550 N CLARK ST,"42.0014417,-87.67211947521321",ROGERS PARK,40,42.0014417,-87.67211947521321
20DS76007L,2036 W ESTES AVE,"42.01136701196594,-87.68161339349575",ROGERS PARK,49,42.01136701196594,-87.68161339349575
21DS20291M,5956 W HIGGINS AVE,"41.973323449999995,-87.77785782546152",JEFFERSON PARK,45,41.973323449999995,-87.77785782546152
21DS20661M,5956 W HIGGINS AVE,"41.973323449999995,-87.77785782546152",JEFFERSON PARK,45,41.973323449999995,-87.77785782546152
21DS20227M,5010 N AUSTIN AVE,"41.97247625,-87.77858497465039",JEFFERSON PARK,45,41.97247625,-87.77858497465039
20DS78668L,5316 N MILWAUKEE AVE,"41.9766937,-87.76975480078573",JEFFERSON PARK,45,41.9766937,-87.76975480078573
22DT000965,5215 N MILWAUKEE,"41.9753127,-87.76681433833558",JEFFERSON PARK,45,41.9753127,-87.76681433833558
22DT001075,5515 N NORTHWEST HWY,"41.9809771199132,-87.77859871307652",JEFFERSON PARK,45,41.9809771199132,-87.77859871307652
22DT000962,5762 N MILWAUKEE,"41.986363749999995,-87.77778885606634",JEFFERSON PARK,45,41.986363749999995,-87.77778885606634
20DS75603L,5956 W HIGGINS AVE,"41.973323449999995,-87.77785782546152",JEFFERSON PARK,45,41.973323449999995,-87.77785782546152
22DT001073,6333 N CICERO,"41.996692350000004,-87.74777032094617",FOREST GLEN,39,41.996692350000004,-87.74777032094617
20DS75792L,5035 W FOSTER AVE,"41.97534253683294,-87.75418788993629",FOREST GLEN,45,41.97534253683294,-87.75418788993629
22DT001072,5152 N CICERO,"41.97446954574693,-87.74808149142478",FOREST GLEN,39,41.97446954574693,-87.74808149142478
